age,annual_income,net_worth,savings_rate,debt_ratio,employment_years,investment_experience_years,time_horizon_years,emergency_fund_months,employment_status,primary_goal,liquidity_need,resources_used,q1,q2,q3,q4,q5,risk_tolerance,risk_capacity,combined_score,investor_type,stocks_target,bonds_target,cash_target,alts_target,curr_stock,curr_bonds,curr_cash,curr_alts
31,22334,1023475,0.113,0.387,12,9,3,2,employee,wealth_generation,low,online,4,4,3,3,2,0.67,0.303,0.548,moderate,0.531,0.312,0.104,0.052,0.522,0.323,0.092,0.063
27,22335,1026950,0.151,0.35,9,8,5,3,self-employed,education,low,none,3,2,5,4,4,0.69,0.312,0.605,moderate,0.55,0.3,0.1,0.05,0.547,0.31,0.062,0.081
35,22357,1027799,0.13,0.33,15,3,7,3,employee,retirement,low,online,3,3,1,2,2,0.46,0.339,0.464,moderate,0.567,0.288,0.096,0.048,0.637,0.273,0.078,0.012
24,22364,1028877,0.187,0.027,4,5,17,3,employee,retirement,medium,advisor,3,3,4,2,4,0.64,0.526,0.612,moderate,0.625,0.25,0.083,0.042,0.699,0.258,0.043,0.0
37,22381,1029785,0.308,0.456,14,10,19,6,unemployed,wealth_generation,low,books,2,3,4,4,2,0.59,0.265,0.468,moderate,0.625,0.25,0.083,0.042,0.607,0.285,0.085,0.023
27,22386,1034872,0.174,0.15,11,0,6,3,self-employed,retirement,low,books,4,3,1,2,3,0.54,0.411,0.472,moderate,0.559,0.294,0.098,0.049,0.575,0.279,0.098,0.047
20,22411,1036870,0.199,0.306,2,8,4,0,employee,education,high,books,2,4,3,3,3,0.6,0.345,0.517,moderate,0.541,0.306,0.102,0.051,0.553,0.293,0.142,0.012
28,22412,1040444,0.054,0.063,8,10,19,4,retired,retirement,low,advisor,4,5,4,5,4,0.88,0.476,0.76,aggressive,0.792,0.125,0.042,0.042,0.8,0.145,0.028,0.026
24,22422,1041994,0.178,0.078,6,5,14,2,employee,education,low,none,3,3,1,3,3,0.52,0.49,0.543,moderate,0.619,0.254,0.085,0.042,0.699,0.25,0.025,0.026
32,22432,1042886,0.144,0.013,11,1,5,5,self-employed,retirement,low,online,3,3,3,2,1,0.51,0.475,0.504,moderate,0.55,0.3,0.1,0.05,0.541,0.324,0.103,0.032
24,22433,1043025,0.248,0.283,6,11,12,3,retired,wealth_generation,low,advisor,2,5,2,2,3,0.58,0.347,0.469,moderate,0.605,0.263,0.088,0.044,0.578,0.29,0.062,0.071
25,22453,1043750,0.131,0.307,4,2,20,4,employee,wealth_generation,low,online,1,2,4,3,5,0.55,0.382,0.487,moderate,0.625,0.25,0.083,0.042,0.645,0.251,0.07,0.035
18,22468,1044265,0.189,0.054,0,5,3,6,employee,retirement,low,none,1,3,3,3,2,0.47,0.467,0.491,moderate,0.531,0.312,0.104,0.052,0.523,0.285,0.166,0.027
25,22490,1044957,0.096,0.182,6,9,3,3,employee,retirement,low,online,2,4,3,2,5,0.63,0.404,0.575,moderate,0.531,0.312,0.104,0.052,0.549,0.339,0.055,0.058
18,22496,1045146,0.104,0.411,0,11,7,8,unemployed,income,low,online,3,4,4,3,2,0.66,0.264,0.509,moderate,0.567,0.288,0.096,0.048,0.556,0.278,0.126,0.041
20,22513,1046924,0.129,0.091,0,12,14,1,employee,retirement,low,books,3,2,3,3,4,0.58,0.483,0.57,moderate,0.619,0.254,0.085,0.042,0.689,0.225,0.052,0.034
31,22520,1049771,0.114,0.151,12,7,5,4,employee,retirement,medium,books,2,4,4,3,4,0.67,0.425,0.604,moderate,0.55,0.3,0.1,0.05,0.578,0.3,0.034,0.088
31,22530,1051485,0.103,0.232,13,6,18,0,employee,retirement,medium,books,3,4,4,3,2,0.66,0.419,0.555,moderate,0.625,0.25,0.083,0.042,0.624,0.26,0.059,0.057
30,22530,1053059,0.037,0.405,10,12,16,2,employee,wealth_generation,low,online,2,3,4,4,4,0.65,0.32,0.501,moderate,0.625,0.25,0.083,0.042,0.636,0.246,0.077,0.041
23,22543,1056697,0.23,0.167,3,7,12,4,student,retirement,medium,books,4,3,5,3,3,0.73,0.395,0.647,moderate,0.605,0.263,0.088,0.044,0.642,0.229,0.084,0.045
27,22574,1056957,0.044,0.667,5,8,4,1,retired,retirement,medium,online,3,3,2,3,3,0.56,0.153,0.418,moderate,0.541,0.306,0.102,0.051,0.593,0.305,0.045,0.057
27,22576,1057228,0.248,0.207,11,6,29,1,employee,wealth_generation,high,advisor,3,4,3,4,2,0.65,0.462,0.592,moderate,0.625,0.25,0.083,0.042,0.673,0.254,0.047,0.026
22,22579,1058156,0.068,0.218,0,5,11,2,employee,retirement,medium,online,4,3,3,3,3,0.65,0.408,0.537,moderate,0.598,0.268,0.089,0.045,0.552,0.295,0.08,0.073
35,22589,1058205,0.045,0.103,18,6,10,4,employee,wealth_generation,medium,books,3,2,3,3,3,0.55,0.465,0.454,moderate,0.591,0.273,0.091,0.045,0.596,0.275,0.061,0.069
32,22612,1059122,0.165,0.327,8,5,31,0,employee,home_purchase,medium,none,2,2,3,3,3,0.5,0.397,0.473,moderate,0.625,0.25,0.083,0.042,0.599,0.279,0.083,0.038
26,22616,1059694,0.154,0.162,2,5,19,3,employee,wealth_generation,low,online,1,3,4,2,3,0.51,0.46,0.504,moderate,0.625,0.25,0.083,0.042,0.634,0.248,0.073,0.045
28,22619,1060403,0.151,0.306,10,20,11,4,self-employed,wealth_generation,medium,online,2,1,3,3,3,0.45,0.348,0.43,moderate,0.598,0.268,0.089,0.045,0.608,0.212,0.088,0.092
29,22620,1062253,0.168,0.154,7,5,10,3,retired,education,low,books,4,3,2,2,2,0.55,0.405,0.492,moderate,0.591,0.273,0.091,0.045,0.59,0.276,0.124,0.01
18,22622,1063258,0.11,0.219,0,4,4,1,employee,wealth_generation,medium,books,3,3,4,1,4,0.61,0.389,0.505,moderate,0.541,0.306,0.102,0.051,0.564,0.331,0.106,0.0
26,22634,1067118,0.186,0.414,3,5,22,4,employee,retirement,medium,online,3,3,2,1,4,0.53,0.327,0.457,moderate,0.625,0.25,0.083,0.042,0.608,0.278,0.072,0.042
24,22657,1067427,0.154,0.352,1,8,19,4,employee,retirement,low,books,3,3,3,4,2,0.6,0.356,0.54,moderate,0.625,0.25,0.083,0.042,0.643,0.244,0.085,0.028
22,22661,1068516,0.12,0.121,4,14,8,3,retired,home_purchase,low,friends,3,3,3,4,2,0.6,0.415,0.542,moderate,0.575,0.283,0.094,0.047,0.598,0.301,0.077,0.024
26,22674,1068950,0.227,0.298,6,11,16,4,self-employed,home_purchase,low,online,1,2,4,3,1,0.43,0.364,0.363,moderate,0.625,0.25,0.083,0.042,0.637,0.251,0.064,0.048
36,22690,1069407,0.2,0.306,14,12,17,2,student,education,low,books,3,3,4,4,5,0.73,0.341,0.569,moderate,0.625,0.25,0.083,0.042,0.676,0.235,0.065,0.024
31,22697,1071022,0.132,0.084,15,12,6,4,self-employed,wealth_generation,low,online,2,1,4,4,2,0.49,0.444,0.452,moderate,0.559,0.294,0.098,0.049,0.613,0.284,0.058,0.045
25,22704,1072747,0.234,0.247,7,14,13,1,retired,wealth_generation,low,friends,2,3,5,2,3,0.6,0.368,0.555,moderate,0.612,0.259,0.086,0.043,0.602,0.25,0.081,0.067
30,22706,1073200,0.264,0.17,14,3,7,3,retired,wealth_generation,medium,friends,1,3,3,4,2,0.5,0.389,0.449,moderate,0.567,0.288,0.096,0.048,0.552,0.262,0.091,0.094
34,22710,1073617,0.16,0.247,17,6,17,1,employee,wealth_generation,low,advisor,4,2,3,5,5,0.72,0.408,0.64,moderate,0.625,0.25,0.083,0.042,0.643,0.247,0.045,0.065
32,22711,1074749,0.093,0.37,10,5,5,5,retired,wealth_generation,low,online,5,3,3,3,3,0.7,0.291,0.543,moderate,0.55,0.3,0.1,0.05,0.583,0.323,0.08,0.013
28,22726,1076027,0.262,0.123,6,5,14,3,employee,wealth_generation,low,online,3,2,2,2,4,0.51,0.467,0.48,moderate,0.619,0.254,0.085,0.042,0.657,0.255,0.037,0.051
24,22733,1077182,0.087,0.104,6,9,8,7,retired,retirement,low,friends,4,5,3,2,3,0.72,0.423,0.572,moderate,0.575,0.283,0.094,0.047,0.553,0.271,0.117,0.058
31,22734,1078054,0.036,0.173,10,5,2,6,retired,wealth_generation,low,online,3,5,4,2,3,0.71,0.373,0.565,moderate,0.521,0.319,0.106,0.053,0.5,0.29,0.139,0.071
29,22739,1080400,0.119,0.504,8,8,4,9,self-employed,wealth_generation,medium,online,2,4,2,2,1,0.47,0.237,0.377,moderate,0.541,0.306,0.102,0.051,0.523,0.267,0.127,0.083
32,22741,1080504,0.2,0.356,15,5,14,1,self-employed,retirement,low,online,4,4,2,3,3,0.66,0.33,0.494,moderate,0.619,0.254,0.085,0.042,0.629,0.233,0.089,0.05
31,22743,1082647,0.266,0.024,7,4,7,4,employee,retirement,low,online,3,2,2,4,1,0.48,0.496,0.506,moderate,0.567,0.288,0.096,0.048,0.525,0.324,0.114,0.036
33,22746,1083579,0.18,0.223,10,5,14,3,employee,education,low,online,4,3,5,3,3,0.73,0.413,0.578,moderate,0.619,0.254,0.085,0.042,0.632,0.234,0.11,0.023
25,22757,1083828,0.284,0.168,8,11,10,3,employee,retirement,low,none,2,3,2,2,2,0.45,0.432,0.399,moderate,0.591,0.273,0.091,0.045,0.571,0.255,0.094,0.08
34,22765,1083833,0.056,0.31,15,8,15,2,employee,income,medium,online,2,2,3,3,4,0.53,0.37,0.426,moderate,0.625,0.25,0.083,0.042,0.623,0.256,0.065,0.055
28,22785,1083839,0.042,0.244,4,17,11,1,retired,wealth_generation,high,advisor,3,2,1,2,4,0.47,0.364,0.413,moderate,0.598,0.268,0.089,0.045,0.602,0.231,0.085,0.082
38,22797,1084989,0.174,0.524,19,12,8,4,employee,wealth_generation,low,none,4,4,4,4,3,0.77,0.244,0.576,moderate,0.575,0.283,0.094,0.047,0.559,0.299,0.093,0.049
24,22798,1087217,0.297,0.152,2,6,5,7,self-employed,wealth_generation,medium,none,5,3,5,2,2,0.72,0.409,0.645,moderate,0.55,0.3,0.1,0.05,0.55,0.312,0.07,0.068
36,22803,1087363,0.154,0.291,16,3,9,3,student,wealth_generation,low,online,3,3,3,4,3,0.63,0.33,0.503,moderate,0.583,0.278,0.093,0.046,0.566,0.281,0.099,0.054
28,22809,1087924,0.038,0.335,7,9,14,2,employee,home_purchase,low,books,2,3,4,3,1,0.53,0.354,0.47,moderate,0.619,0.254,0.085,0.042,0.659,0.233,0.074,0.034
24,22831,1089238,0.095,0.395,8,10,16,6,student,retirement,low,online,5,3,4,4,4,0.8,0.296,0.596,moderate,0.625,0.25,0.083,0.042,0.613,0.25,0.125,0.011
25,22838,1090435,0.1,0.226,6,6,5,3,self-employed,retirement,medium,books,2,2,5,2,3,0.55,0.373,0.415,moderate,0.55,0.3,0.1,0.05,0.583,0.288,0.084,0.045
26,22848,1090888,0.121,0.329,6,3,14,6,employee,retirement,low,books,5,3,3,4,3,0.73,0.357,0.592,moderate,0.619,0.254,0.085,0.042,0.615,0.236,0.068,0.082
30,22856,1091036,0.034,0.187,9,7,5,5,retired,retirement,low,advisor,3,3,2,3,4,0.59,0.376,0.504,moderate,0.55,0.3,0.1,0.05,0.588,0.274,0.039,0.099
30,22861,1096556,0.256,0.236,9,4,6,3,self-employed,income,low,advisor,3,3,2,5,3,0.62,0.371,0.473,moderate,0.559,0.294,0.098,0.049,0.566,0.289,0.099,0.047
25,22869,1096589,0.156,0.443,5,15,12,4,employee,retirement,high,online,3,4,3,4,1,0.62,0.293,0.54,moderate,0.605,0.263,0.088,0.044,0.569,0.252,0.111,0.068
27,22873,1097597,0.188,0.5,9,8,8,4,student,retirement,medium,books,2,2,1,2,3,0.39,0.231,0.344,conservative,0.34,0.472,0.142,0.047,0.327,0.453,0.158,0.061
38,22885,1099189,0.045,0.343,21,4,14,4,self-employed,education,low,books,2,2,3,3,3,0.5,0.337,0.385,moderate,0.619,0.254,0.085,0.042,0.637,0.176,0.109,0.078
36,22898,1099461,0.039,0.214,14,3,24,1,employee,retirement,medium,online,2,3,2,3,2,0.48,0.446,0.482,moderate,0.625,0.25,0.083,0.042,0.608,0.213,0.11,0.069
30,22900,1099467,0.17,0.392,14,10,5,4,retired,home_purchase,low,advisor,3,2,2,4,4,0.57,0.281,0.545,moderate,0.55,0.3,0.1,0.05,0.532,0.319,0.088,0.061
28,22902,1100824,0.248,0.031,8,9,13,0,employee,retirement,low,books,3,3,3,4,3,0.63,0.513,0.583,moderate,0.612,0.259,0.086,0.043,0.64,0.267,0.066,0.026
28,22912,1101651,0.159,0.092,9,8,22,4,employee,retirement,medium,advisor,3,4,2,3,2,0.58,0.509,0.572,moderate,0.625,0.25,0.083,0.042,0.633,0.267,0.065,0.036
31,22912,1101969,0.245,0.319,9,8,5,3,employee,wealth_generation,low,online,4,4,2,2,3,0.63,0.342,0.498,moderate,0.55,0.3,0.1,0.05,0.522,0.295,0.12,0.063
22,22916,1102694,0.222,0.182,5,8,9,2,self-employed,wealth_generation,low,books,5,4,3,2,2,0.69,0.406,0.563,moderate,0.583,0.278,0.093,0.046,0.587,0.249,0.093,0.07
26,22917,1102835,0.049,0.502,3,5,4,5,employee,retirement,low,none,4,4,2,3,3,0.66,0.248,0.542,moderate,0.541,0.306,0.102,0.051,0.568,0.234,0.112,0.085
19,22928,1103392,0.09,0.236,0,15,14,3,employee,education,medium,online,5,3,2,2,2,0.6,0.407,0.542,moderate,0.619,0.254,0.085,0.042,0.531,0.281,0.143,0.046
29,22931,1104195,0.185,0.234,13,6,14,3,employee,retirement,low,online,4,4,3,1,2,0.61,0.409,0.561,moderate,0.619,0.254,0.085,0.042,0.601,0.213,0.138,0.048
31,22933,1104253,0.142,0.326,11,0,14,0,self-employed,retirement,medium,advisor,3,3,3,2,3,0.57,0.346,0.473,moderate,0.619,0.254,0.085,0.042,0.596,0.311,0.063,0.03
25,22941,1104968,0.111,0.365,6,5,12,3,self-employed,wealth_generation,low,online,2,3,2,4,3,0.54,0.321,0.466,moderate,0.605,0.263,0.088,0.044,0.594,0.256,0.095,0.055
35,22950,1105546,0.137,0.25,15,2,16,1,employee,home_purchase,medium,books,3,4,3,2,4,0.65,0.405,0.55,moderate,0.625,0.25,0.083,0.042,0.652,0.205,0.097,0.046
21,22951,1106666,0.142,0.15,0,5,2,2,employee,retirement,medium,online,3,3,2,4,4,0.62,0.419,0.558,moderate,0.521,0.319,0.106,0.053,0.548,0.3,0.126,0.026
20,22952,1107453,0.259,0.368,2,8,24,2,retired,home_purchase,low,books,2,4,3,2,3,0.57,0.333,0.472,moderate,0.625,0.25,0.083,0.042,0.611,0.26,0.108,0.021
29,22960,1107896,0.06,0.193,13,0,6,1,employee,education,low,advisor,2,4,2,5,3,0.62,0.408,0.589,moderate,0.559,0.294,0.098,0.049,0.525,0.306,0.14,0.029
33,23004,1110763,0.108,0.131,15,13,4,3,employee,retirement,medium,books,1,1,3,4,4,0.46,0.434,0.442,moderate,0.541,0.306,0.102,0.051,0.561,0.29,0.091,0.058
36,23028,1118876,0.16,0.307,17,8,23,3,retired,wealth_generation,low,books,3,2,3,3,4,0.58,0.363,0.506,moderate,0.625,0.25,0.083,0.042,0.595,0.251,0.084,0.07
25,23058,1119306,0.194,0.084,8,4,18,4,retired,income,low,online,4,4,4,4,1,0.71,0.465,0.558,moderate,0.625,0.25,0.083,0.042,0.608,0.263,0.083,0.046
33,23065,1122535,0.179,0.538,17,4,17,3,employee,retirement,low,books,2,2,2,3,2,0.43,0.251,0.394,moderate,0.625,0.25,0.083,0.042,0.661,0.23,0.085,0.024
27,23073,1123241,0.277,0.308,11,6,4,5,retired,retirement,low,books,2,3,1,3,4,0.5,0.318,0.392,moderate,0.541,0.306,0.102,0.051,0.525,0.324,0.119,0.033
27,23074,1126425,0.218,0.582,4,3,18,0,employee,education,low,online,2,4,2,3,2,0.53,0.229,0.39,moderate,0.625,0.25,0.083,0.042,0.587,0.215,0.1,0.098
32,23083,1126473,0.164,0.2,13,0,13,4,employee,wealth_generation,low,online,3,3,3,2,4,0.6,0.424,0.492,moderate,0.612,0.259,0.086,0.043,0.629,0.256,0.066,0.049
31,23096,1128051,0.093,0.538,14,0,16,5,employee,retirement,medium,advisor,4,3,3,3,2,0.62,0.25,0.429,moderate,0.625,0.25,0.083,0.042,0.619,0.252,0.059,0.07
20,23105,1131824,0.143,0.116,2,5,27,0,employee,retirement,high,friends,3,4,5,4,2,0.73,0.511,0.671,aggressive,0.792,0.125,0.042,0.042,0.833,0.133,0.0,0.034
35,23109,1132005,0.193,0.046,12,2,6,3,self-employed,education,low,books,3,3,4,2,4,0.64,0.464,0.546,moderate,0.559,0.294,0.098,0.049,0.606,0.295,0.099,0.0
34,23121,1133031,0.231,0.038,13,0,11,4,student,wealth_generation,low,online,2,3,2,1,2,0.42,0.455,0.39,moderate,0.598,0.268,0.089,0.045,0.601,0.232,0.12,0.047
24,23128,1133802,0.291,0.246,1,12,16,2,employee,retirement,low,books,3,4,2,2,2,0.55,0.407,0.447,moderate,0.625,0.25,0.083,0.042,0.569,0.291,0.1,0.04
29,23140,1133859,0.174,0.079,9,4,10,2,employee,income,low,books,4,3,3,3,1,0.59,0.479,0.579,moderate,0.591,0.273,0.091,0.045,0.602,0.269,0.08,0.048
30,23150,1133998,0.158,0.263,12,7,3,5,self-employed,wealth_generation,low,none,2,2,4,1,4,0.51,0.351,0.436,moderate,0.531,0.312,0.104,0.052,0.546,0.295,0.13,0.029
29,23159,1134315,0.016,0.196,8,3,4,3,employee,wealth_generation,low,none,3,1,3,4,2,0.5,0.402,0.459,moderate,0.541,0.306,0.102,0.051,0.494,0.308,0.125,0.074
25,23162,1134553,0.048,0.199,2,1,13,2,employee,education,medium,none,2,5,3,3,3,0.65,0.425,0.588,moderate,0.612,0.259,0.086,0.043,0.64,0.288,0.059,0.013
24,23165,1135818,0.077,0.309,4,10,8,5,retired,wealth_generation,low,friends,3,4,1,1,2,0.48,0.327,0.437,moderate,0.575,0.283,0.094,0.047,0.612,0.302,0.086,0.0
27,23181,1136227,0.039,0.125,7,2,5,4,student,retirement,low,books,3,3,1,3,3,0.52,0.397,0.476,moderate,0.55,0.3,0.1,0.05,0.537,0.286,0.132,0.046
33,23184,1136273,0.134,0.365,15,0,9,2,employee,home_purchase,medium,advisor,2,2,2,3,3,0.46,0.328,0.446,moderate,0.583,0.278,0.093,0.046,0.624,0.281,0.049,0.045
30,23198,1139863,0.121,0.289,12,8,6,3,employee,retirement,medium,books,2,4,2,1,3,0.5,0.361,0.406,moderate,0.559,0.294,0.098,0.049,0.587,0.299,0.099,0.016
26,23199,1142129,0.18,0.46,3,0,2,4,employee,income,low,books,3,3,2,4,5,0.65,0.267,0.487,moderate,0.521,0.319,0.106,0.053,0.52,0.302,0.111,0.067
31,23200,1142966,0.16,0.21,15,6,5,2,employee,retirement,low,online,3,3,1,3,2,0.49,0.398,0.48,moderate,0.55,0.3,0.1,0.05,0.493,0.284,0.143,0.081
18,23203,1145446,0.172,0.57,0,4,20,4,employee,wealth_generation,low,online,2,2,2,2,3,0.43,0.238,0.409,moderate,0.625,0.25,0.083,0.042,0.542,0.267,0.118,0.073
33,23204,1148495,0.148,0.286,9,4,1,2,employee,income,low,online,2,4,3,3,4,0.63,0.35,0.577,moderate,0.511,0.326,0.109,0.054,0.521,0.315,0.077,0.087
19,23207,1149362,0.108,0.543,0,0,17,2,self-employed,retirement,low,online,2,3,4,2,1,0.5,0.24,0.36,moderate,0.625,0.25,0.083,0.042,0.627,0.255,0.05,0.068
26,23208,1150729,0.285,0.033,5,16,16,2,employee,wealth_generation,low,books,2,4,2,3,2,0.53,0.523,0.53,moderate,0.625,0.25,0.083,0.042,0.615,0.243,0.105,0.037
22,23224,1151908,0.054,0.347,0,7,12,6,self-employed,education,low,advisor,3,2,2,3,3,0.51,0.331,0.453,moderate,0.605,0.263,0.088,0.044,0.641,0.235,0.045,0.079
21,23227,1152160,0.275,0.39,0,7,6,5,employee,wealth_generation,low,online,4,3,2,2,4,0.61,0.309,0.485,moderate,0.559,0.294,0.098,0.049,0.572,0.268,0.109,0.05
33,23248,1152237,0.115,0.056,12,9,20,3,employee,retirement,low,friends,3,2,3,2,3,0.52,0.523,0.542,moderate,0.625,0.25,0.083,0.042,0.635,0.266,0.099,0.0
25,23253,1152930,0.156,0.288,1,11,11,3,employee,retirement,medium,books,3,2,5,3,1,0.57,0.373,0.559,moderate,0.598,0.268,0.089,0.045,0.557,0.244,0.125,0.074
29,23261,1153178,0.062,0.382,6,8,5,1,self-employed,wealth_generation,high,books,3,1,4,3,3,0.54,0.299,0.417,moderate,0.55,0.3,0.1,0.05,0.571,0.266,0.112,0.05
27,23263,1154288,0.047,0.281,4,10,10,4,unemployed,wealth_generation,low,none,3,4,2,3,3,0.61,0.331,0.461,moderate,0.591,0.273,0.091,0.045,0.564,0.278,0.125,0.034
30,23268,1154901,0.139,0.065,13,6,6,2,employee,retirement,low,none,1,4,4,3,3,0.59,0.474,0.563,moderate,0.559,0.294,0.098,0.049,0.572,0.293,0.121,0.014
28,23273,1155576,0.204,0.332,6,5,9,4,employee,retirement,low,online,5,3,3,2,1,0.61,0.346,0.49,moderate,0.583,0.278,0.093,0.046,0.628,0.289,0.026,0.058
21,23290,1155898,0.106,0.062,5,11,11,5,employee,retirement,medium,books,3,2,1,3,3,0.47,0.492,0.499,moderate,0.598,0.268,0.089,0.045,0.613,0.301,0.072,0.013
32,23291,1156268,0.165,0.391,9,12,9,1,employee,wealth_generation,low,online,3,3,1,4,3,0.55,0.315,0.462,moderate,0.583,0.278,0.093,0.046,0.588,0.249,0.112,0.051
25,23304,1158931,0.108,0.048,7,2,14,4,unemployed,education,low,books,4,2,3,1,2,0.51,0.452,0.481,moderate,0.619,0.254,0.085,0.042,0.585,0.242,0.132,0.041
20,23304,1158938,0.131,0.112,0,7,23,3,unemployed,retirement,medium,friends,2,3,2,2,3,0.48,0.449,0.447,moderate,0.625,0.25,0.083,0.042,0.59,0.229,0.087,0.094
25,23311,1159325,0.257,0.176,5,9,9,2,employee,retirement,low,advisor,3,2,5,3,5,0.69,0.427,0.588,moderate,0.583,0.278,0.093,0.046,0.53,0.308,0.08,0.082
35,23314,1160446,0.237,0.308,13,1,9,4,retired,home_purchase,low,online,2,3,3,4,5,0.64,0.33,0.504,moderate,0.583,0.278,0.093,0.046,0.489,0.289,0.13,0.091
32,23317,1161630,0.156,0.551,10,15,16,3,employee,home_purchase,high,books,2,2,3,4,3,0.53,0.243,0.449,moderate,0.625,0.25,0.083,0.042,0.659,0.264,0.064,0.013
26,23323,1162273,0.099,0.101,2,7,12,5,retired,education,low,online,3,4,4,4,4,0.75,0.439,0.629,moderate,0.605,0.263,0.088,0.044,0.6,0.25,0.097,0.054
26,23344,1163639,0.088,0.115,9,8,10,1,retired,education,low,online,4,2,5,4,3,0.71,0.426,0.558,moderate,0.591,0.273,0.091,0.045,0.574,0.246,0.119,0.061
26,23348,1164453,0.286,0.212,7,3,18,3,employee,home_purchase,high,online,4,3,3,4,4,0.71,0.432,0.641,moderate,0.625,0.25,0.083,0.042,0.576,0.243,0.117,0.064
38,23357,1165307,0.09,0.402,15,4,20,9,employee,education,medium,advisor,3,4,3,4,3,0.68,0.332,0.537,moderate,0.625,0.25,0.083,0.042,0.601,0.25,0.121,0.028
29,23359,1166294,0.221,0.247,9,2,13,4,employee,retirement,low,advisor,1,2,4,3,4,0.52,0.4,0.535,moderate,0.612,0.259,0.086,0.043,0.631,0.263,0.068,0.038
30,23360,1168239,0.127,0.194,10,4,6,4,employee,retirement,low,friends,2,4,3,3,2,0.57,0.409,0.498,moderate,0.559,0.294,0.098,0.049,0.531,0.328,0.085,0.056
33,23368,1171111,0.326,0.281,15,6,11,2,employee,retirement,high,advisor,3,2,2,3,3,0.51,0.377,0.433,moderate,0.598,0.268,0.089,0.045,0.587,0.289,0.085,0.039
29,23369,1174197,0.127,0.17,9,12,11,1,self-employed,wealth_generation,low,none,4,1,3,3,3,0.55,0.419,0.489,moderate,0.598,0.268,0.089,0.045,0.591,0.267,0.052,0.09
26,23380,1175799,0.124,0.223,4,7,10,6,employee,retirement,low,books,2,4,3,3,4,0.63,0.405,0.537,moderate,0.591,0.273,0.091,0.045,0.565,0.281,0.096,0.058
27,23384,1176566,0.18,0.198,8,3,7,1,employee,education,high,books,3,2,3,3,1,0.49,0.41,0.45,moderate,0.567,0.288,0.096,0.048,0.53,0.291,0.11,0.069
27,23385,1177423,0.293,0.384,4,1,11,8,employee,wealth_generation,low,online,2,3,5,3,3,0.63,0.323,0.488,moderate,0.598,0.268,0.089,0.045,0.61,0.253,0.102,0.036
27,23411,1178816,0.31,0.469,6,8,10,1,unemployed,education,low,none,5,4,4,3,2,0.76,0.245,0.54,moderate,0.591,0.273,0.091,0.045,0.633,0.248,0.119,0.0
31,23421,1178821,0.196,0.361,10,6,6,1,employee,retirement,medium,none,3,5,5,4,2,0.78,0.324,0.647,moderate,0.559,0.294,0.098,0.049,0.522,0.298,0.11,0.069
28,23425,1181367,0.207,0.237,7,18,21,2,self-employed,retirement,low,online,1,2,3,3,4,0.48,0.411,0.445,moderate,0.625,0.25,0.083,0.042,0.646,0.256,0.08,0.018
31,23427,1183270,0.165,0.261,12,11,20,3,self-employed,wealth_generation,low,online,2,3,2,4,4,0.57,0.396,0.565,moderate,0.625,0.25,0.083,0.042,0.605,0.286,0.06,0.049
27,23439,1183681,0.207,0.105,9,11,16,5,self-employed,wealth_generation,low,online,2,4,1,1,2,0.43,0.467,0.476,moderate,0.625,0.25,0.083,0.042,0.602,0.315,0.075,0.008
28,23440,1186877,0.238,0.355,7,0,10,7,employee,home_purchase,medium,online,1,3,3,3,4,0.53,0.336,0.451,moderate,0.591,0.273,0.091,0.045,0.63,0.231,0.091,0.049
18,23440,1187188,0.15,0.294,0,11,9,3,employee,income,low,online,2,2,2,2,2,0.4,0.366,0.406,moderate,0.583,0.278,0.093,0.046,0.564,0.301,0.11,0.025
32,23443,1187370,0.177,0.448,15,3,15,0,self-employed,retirement,medium,books,4,1,3,4,4,0.61,0.286,0.464,moderate,0.625,0.25,0.083,0.042,0.658,0.285,0.057,0.0
29,23444,1188100,0.16,0.143,5,8,13,4,retired,wealth_generation,low,friends,2,5,2,3,2,0.58,0.421,0.548,moderate,0.612,0.259,0.086,0.043,0.562,0.285,0.12,0.032
32,23454,1188787,0.165,0.361,13,6,13,4,unemployed,retirement,medium,friends,3,5,5,4,2,0.78,0.301,0.628,moderate,0.612,0.259,0.086,0.043,0.59,0.266,0.092,0.052
18,23472,1188797,0.25,0.329,0,7,4,3,employee,retirement,low,none,3,4,4,3,3,0.69,0.337,0.567,moderate,0.541,0.306,0.102,0.051,0.577,0.288,0.103,0.032
38,23507,1189932,0.125,0.172,15,2,13,2,employee,education,low,advisor,4,4,1,3,4,0.65,0.441,0.551,moderate,0.612,0.259,0.086,0.043,0.588,0.277,0.085,0.05
27,23517,1190539,0.091,0.322,9,6,21,2,employee,income,low,books,2,4,3,4,3,0.63,0.379,0.548,moderate,0.625,0.25,0.083,0.042,0.668,0.239,0.093,0.0
33,23542,1190622,0.145,0.469,11,1,3,4,retired,wealth_generation,low,books,3,3,5,4,3,0.71,0.243,0.502,moderate,0.531,0.312,0.104,0.052,0.52,0.298,0.136,0.046
22,23542,1192457,0.091,0.463,0,1,8,3,employee,wealth_generation,low,online,3,3,3,2,3,0.57,0.277,0.411,moderate,0.575,0.283,0.094,0.047,0.538,0.315,0.084,0.063
31,23554,1192474,0.153,0.343,14,9,11,4,employee,retirement,low,advisor,4,4,1,1,2,0.53,0.345,0.464,moderate,0.598,0.268,0.089,0.045,0.623,0.243,0.112,0.022
